,0,1
0,0.92249277754,0.0775072224601
1,0.92665482984,0.0733451701601
2,0.910431032041,0.0895689679589
3,0.882062272726,0.117937727274
4,0.995397000932,0.00460299906765
5,0.941074487547,0.0589255124527
6,0.964311433221,0.0356885667793
7,0.866374936823,0.133625063177
8,0.864580962596,0.135419037404
9,0.925190350511,0.0748096494893
10,0.954226232296,0.0457737677035
11,0.932492782833,0.0675072171668
12,0.92866051357,0.0713394864304
13,0.965107375439,0.0348926245613
14,0.827437082898,0.172562917102
15,0.843883646002,0.156116353998
16,0.887193145526,0.112806854474
17,0.874796545631,0.125203454369
18,0.953448780101,0.0465512198987
19,0.941899371089,0.0581006289113
20,0.671110760115,0.328889239885
21,0.919310497176,0.0806895028239
22,0.903655391067,0.0963446089331
23,0.928230524046,0.0717694759536
24,0.858666658015,0.141333341985
25,0.957681716705,0.0423182832955
26,0.965727693224,0.034272306776
27,0.945132913443,0.0548670865572
28,0.975031600996,0.0249683990043
29,0.845174941367,0.154825058633
30,0.876503069238,0.123496930762
31,0.920427780947,0.0795722190535
32,0.968970437441,0.0310295625593
33,0.85308138347,0.14691861653
34,0.970140870607,0.029859129393
35,0.9997230549,0.000276945099855
36,0.970261944027,0.0297380559728
37,0.654253912276,0.345746087724
38,0.934790935344,0.0652090646558
39,0.90170652559,0.0982934744101
40,0.970575945017,0.0294240549826
41,0.934584513306,0.0654154866942
42,0.996237483655,0.00376251634484
43,0.918328454165,0.0816715458348
44,0.888475404343,0.111524595657
45,0.690253988521,0.309746011479
46,0.733787549985,0.266212450015
47,0.824671340387,0.175328659613
48,0.935693459568,0.0643065404324
49,0.981458117174,0.0185418828259
50,0.828018165769,0.171981834231
51,0.969497168733,0.0305028312666
52,0.98862103771,0.0113789622901
53,0.520522580002,0.479477419998
54,0.892278410776,0.107721589224
55,0.906316481834,0.0936835181659
56,0.905327491128,0.0946725088715
57,0.489536113014,0.510463886986
58,0.886880141257,0.113119858743
59,0.859971663182,0.140028336818
60,0.992465359253,0.00753464074712
61,0.558814701084,0.441185298916
62,0.949020131182,0.0509798688183
63,0.613663330037,0.386336669963
64,0.803185094437,0.196814905563
65,0.865085487212,0.134914512788
66,0.859498873283,0.140501126717
67,0.86788153369,0.13211846631
68,0.938742989064,0.0612570109361
69,0.91532103421,0.0846789657904
70,0.961875245262,0.0381247547377
71,0.893275350968,0.106724649032
72,0.827254239326,0.172745760674
73,0.944467603435,0.055532396565
74,0.744065149767,0.255934850233
75,0.881101930535,0.118898069465
76,0.709777245375,0.290222754625
77,0.975686968056,0.0243130319435
78,0.886107775262,0.113892224738
79,0.85573551527,0.14426448473
80,0.915332393754,0.0846676062457
81,0.953387536817,0.0466124631831
82,0.6453626227,0.3546373773
83,0.65443117508,0.34556882492
84,0.598165598491,0.401834401509
